I, [2020-03-17T17:11:39.760987 #9745]  INFO -- : (0.000124s) SELECT sqlite_version()
I, [2020-03-17T17:11:39.843191 #9745]  INFO -- : Starting example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.843204 #9745]  INFO -- : Starting example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.843216 #9745]  INFO -- : Starting example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.843232 #9745]  INFO -- : Starting example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.843245 #9745]  INFO -- : Starting example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.843258 #9745]  INFO -- : Starting example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844021 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844052 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844086 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844103 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844117 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844130 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844143 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844156 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844168 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844181 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844194 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844211 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844224 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844237 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844250 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844262 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844275 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844287 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844300 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844312 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844325 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844340 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844353 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844366 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844378 #9745]  INFO -- : Edning example: ExpenseTracker::API POST /expenses when the expense fails validateion return an error message
I, [2020-03-17T17:11:39.844709 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844737 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844752 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844765 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844778 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844790 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844818 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844833 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844846 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844858 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844875 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844888 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844901 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844913 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844925 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844937 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844949 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844962 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844974 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844986 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.844998 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.845010 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.845022 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.845034 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.845046 #9745]  INFO -- : (0.000029s) BEGIN
I, [2020-03-17T17:11:39.845136 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845159 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845173 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845185 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845197 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845209 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845222 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845234 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845246 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845258 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845270 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845283 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845295 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845307 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845324 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845337 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845349 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845361 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845374 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845386 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845398 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845411 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845423 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845435 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845447 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.845474 #9745]  INFO -- : Starting example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.846197 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846224 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846241 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846255 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846268 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846281 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846294 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846307 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846319 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846332 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846345 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846362 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846376 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846389 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846401 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846414 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846427 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846439 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846452 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846465 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846478 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846494 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846507 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846520 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846532 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846545 #9745]  INFO -- : (0.000286s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Starbucks', 5.75, '2017-06-10')
I, [2020-03-17T17:11:39.846657 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846681 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846695 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846708 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846720 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846733 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846745 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846762 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846809 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846822 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846835 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846847 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846860 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846872 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846884 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846896 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846909 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846921 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846933 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846945 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846958 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846973 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846986 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.846998 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.847011 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.847023 #9745]  INFO -- : (0.000064s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848005 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848038 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848119 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848148 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848168 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848182 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848195 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848208 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848224 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848238 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848252 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848265 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848278 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848291 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848303 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848316 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848329 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848342 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848354 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848367 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848380 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848392 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848405 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848418 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848431 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848443 #9745]  INFO -- : (0.000032s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Zoo', 15.25, '2017-06-10')
I, [2020-03-17T17:11:39.848535 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848558 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848572 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848585 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848598 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848611 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848623 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848636 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848649 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848662 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848674 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848687 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848699 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848713 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848726 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848748 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848761 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848774 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848787 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848806 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848820 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848833 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848846 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848859 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848872 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.848886 #9745]  INFO -- : (0.000050s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.849501 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849551 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849574 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849591 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849605 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849620 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849634 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849649 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849663 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849678 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849692 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849706 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849720 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849735 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
